favorite_count,retweet_count,tweet_id
8979,2575,813142292504645637
4759,485,813130366689148928
12634,3416,813127251579564032
11003,3013,813112105746448384
11227,3935,813096984823349248
10530,3029,813081950185472002
8483,2125,813066809284972545
22346,8019,813051746834595840
8084,2089,812781120811126785
7060,1564,812709060537683968
6481,1332,812503143955202048
8517,2107,812466873996607488
14607,4011,812372279581671427
7744,1537,811985624773361665
8053,1759,811744202451197953
5944,811,811647686436880384
13633,3415,811627233043480576
22300,6993,811386762094317568
5684,1569,810984652412424192
9652,1956,810896069567610880
11704,2898,810657578271330305
37800,12462,810284430598270976
15666,3668,810254108431155201
16527,4275,809920764300447744
0,5362,809808892968534016
7391,1605,809448704142938112
21267,6146,809220051211603969
14097,3836,809084759137812480
10782,3327,808838249661788160
8444,2372,808733504066486276
12036,2853,808501579447930884
45350,22730,808344865868283904
0,6518,808134635716833280
9325,2403,808106460588765185
13430,3871,808001312164028416
15557,4026,807621403335917568
126836,60872,807106840509214720
0,8024,807059379405148160
13932,4192,807010152071229440
80239,38166,806629075125202948
0,6041,806620845233815552
5177,2104,806576416489959424
10913,2589,806542213899489280
0,12779,806242860592926720
6865,1306,806219024703037440
0,5889,805958939288408065
8845,2092,805932879469572096
7032,2007,805826884734976000
0,8809,805823200554876929
6132,1801,805520635690676224
9364,2775,805487436403003392
8333,1865,805207613751304193
14663,4215,804738756058218496
6562,2203,804475857670639616
0,3529,804413760345620481
47681,17788,804026241225523202
10728,3038,803773340896923648
0,8154,803692223237865472
11733,4523,803638050916102144
8286,2032,803380650405482500
0,5826,803321560782307329
10721,2703,803276597545603072
9657,2202,802952499103731712
0,3207,802624713319034886
7605,1613,802600418706604034
9548,2737,802572683846291456
17359,6385,802323869084381190
7053,1497,802265048156610565
9696,2854,802239329049477120
0,291,802185808107208704
8248,1872,801958328846974976
1880,258,801854953262350336
8759,2249,801538201127157760
6474,916,801285448605831168
26200,6518,801167903437357056
0,4353,801127390143516673
8636,2289,801115127852503040
740,106,800859414831898624
0,1783,800855607700029440
11226,3040,800751577355128832
14047,3296,800513324630806528
10113,2366,800459316964663297
0,4728,800443802682937345
11914,3078,800388270626521089
0,4319,800188575492947969
16369,2813,800141422401830912
30365,14438,800018252395122689
0,5134,799774291445383169
8990,2372,799757965289017345
8606,2102,799422933579902976
0,6052,799308762079035393
10601,3035,799297110730567681
8643,2701,799063482566066176
14079,4903,798933969379225600
7957,1569,798925684722855936
0,7235,798705661114773508
0,8554,798701998996647937
0,7139,798697898615730177
0,5440,798694562394996736
0,2540,798686750113755136
0,5173,798682547630837760
0,6072,798673117451325440
0,4265,798665375516884993
0,2031,798644042770751489
0,2155,798628517273620480
0,6257,798585098161549313
0,6417,798576900688019456
0,3681,798340744599797760
11093,2803,798209839306514432
12457,3447,797971864723324932
15512,5325,797545162159308800
21355,7265,797236660651966464
247,29,797165961484890113
0,9723,796904159865868288
8205,2088,796865951799083009
12688,3357,796759840936919040
0,8002,796563435802726400
8100,1936,796484825502875648
11758,4570,796387464403357696
0,15712,796177847564038144
34615,15712,796149749086875649
5286,1956,796125600683540480
9733,2656,796116448414461957
9045,2542,796080075804475393
11558,4027,796031486298386433
53280,26135,795464331001561088
10814,3146,795400264262053889
17364,5956,795076730285391872
0,3691,794983741416415232
11003,2525,794926597468000259
0,11271,794355576146903043
10244,2907,794332329137291264
9841,3633,794205286408003585
17998,5362,793962221541933056
9852,2059,793845145112371200
0,3420,793614319594401792
8523,1791,793601777308463104
11443,2607,793500921481273345
26311,10097,793286476301799424
9250,2595,793271401113350145
21394,9152,793256262322548741
11242,3593,793241302385262592
10528,3136,793226087023144960
9556,3083,793210959003287553
16350,6169,793195938047070209
7415,2184,793180763617361921
10061,3047,793165685325201412
6606,1869,793150605191548928
6929,2737,793135492858580992
13576,4286,793120401413079041
15346,4405,792913359805018113
12100,4691,792883833364439040
7856,1840,792773781206999040
14393,4697,792394556390137856
7667,1976,792050063153438720
0,23043,791821351946420224
0,10553,791784077045166082
0,4174,791780927877898241
48319,24366,791774931465953280
12574,3420,791672322847637504
14027,4509,791406955684368384
9399,2785,791312159183634433
0,4508,791026214425268224
10564,2343,790987426131050500
17753,5144,790946055508652032
0,2536,790723298204217344
8756,2090,790698755171364864
22106,7877,790581949425475584
8356,2044,790337589677002753
13411,3487,790277117346975746
0,3913,790227638568808452
9880,2536,789986466051088384
0,4535,789960241177853952
11117,4518,789903600034189313
8031,1950,789628658055020548
7236,2122,789599242079838210
12570,3691,789530877013393408
9209,2523,789314372632018944
0,5413,789280767834746880
9745,2823,789268448748703744
10376,3061,789137962068021249
29307,13554,788908386943430656
29319,11271,788765914992902144
0,7884,788552643979468800
16661,5798,788412144018661376
7731,2313,788178268662984705
6568,1428,788150585577050112
0,3743,788070120937619456
6563,1449,788039637453406209
9273,3346,787810552592695296
10915,3044,787717603741622272
11593,3103,787397959788929025
8323,1909,787322443945877504
0,7353,787111942498508800
28393,8726,786963064373534720
0,2640,786729988674449408
19418,6658,786709082849828864
11384,2797,786664955043049472
10056,3385,786595970293370880
11653,3828,786363235746385920
8503,3126,786286427768250368
16336,5221,786233965241827333
1540,169,786051337297522688
0,7724,786036967502913536
12126,3460,785927819176054784
7131,1992,785872687017132033
8335,2421,785639753186217984
9718,2186,785533386513321988
6507,1371,785515384317313025
7758,1784,785264754247995392
12906,5312,785170936622350336
10823,3529,784826020293709826
9569,2773,784517518371221505
6068,1398,784431430411685888
21467,8809,784183165795655680
31885,12163,784057939640352768
32069,11797,783839966405230592
7846,2136,783821107061198850
11134,3518,783695101801398276
9012,2459,783466772167098368
17987,6007,783391753726550016
0,6114,783347506784731136
31157,12779,783334639985389568
8671,2421,783085703974514689
25721,8024,782969140009107456
7953,1520,782747134529531904
18428,5889,782722598790725632
8284,2042,782598640137187329
17768,6078,782305867769217024
0,6810,782021823840026624
11842,3665,781955203444699136
11123,2956,781661882474196992
4269,1222,781655249211752448
22096,6041,781524693396357120
7587,2774,781308096455073793
8979,2289,781251288990355457
10402,2982,781163403222056960
23063,8002,780931614150983680
7665,2179,780858289093574656
5856,1414,780800785462489090
12865,3630,780601303617732608
6710,1886,780543529827336192
0,4045,780496263422808064
0,126,780476555013349377
5626,1164,780459368902959104
9267,2434,780192070812196864
0,2508,780092040432480260
13040,5431,780074436359819264
20208,7724,779834332596887552
9385,3388,779377524342161408
0,20054,779124354206535695
12561,3969,779123168116150273
15744,4924,779056095788752897
21303,7910,778990705243029504
0,10868,778774459159379968
912,399,778764940568104960
7335,1447,778748913645780993
6137,1624,778650543019483137
4943,1099,778624900596654080
14533,4732,778408200802557953
0,13329,778396591732486144
6213,1205,778383385161035776
11061,3592,778286810187399168
9010,2865,778039087836069888
6968,1762,778027034220126208
0,3833,777953400541634568
6765,1785,777885040357281792
11943,3207,777684233540206592
0,4625,777641927919427584
9321,2708,777621514455814149
15234,4706,777189768882946048
0,14959,776819012571455488
5182,1318,776813020089548800
9404,3036,776477788987613185
0,9934,776249906839351296
31915,17362,776218204058357768
10203,2739,776201521193218049
12486,4728,776113305656188928
1942,165,776088319444877312
0,17849,775898661951791106
12451,2905,775842724423557120
14717,4353,775733305207554048
13735,4967,775729183532220416
7890,3228,775364825476165632
10783,4238,775350846108426240
16508,5134,775085132600442880
9076,1922,774757898236878852
7129,1877,774639387460112384
23119,6052,774314403806253056
11395,4210,773985732834758656
6789,1875,773922284943896577
6999,1767,773704687002451968
5642,1404,773670353721753600
23453,6688,773547596996571136
0,5526,773336787167145985
24684,8103,773308824254029826
9991,3487,773247561583001600
10595,4454,773191612633579521
9104,4200,772877495989305348
8478,2527,772826264096874500
0,3660,772615324260794368
6872,1832,772581559778025472
6381,1499,772193107915964416
4007,1212,772152991789019136
3985,797,772117678702071809
2880,511,772114945936949249
4246,1005,772102971039580160
6971,2049,771908950375665664
12726,3681,771770456517009408
8779,2845,771500966810099713
11152,5526,771380798096281600
0,8193,771171053431250945
9724,3181,771136648247640064
6612,1556,771102124360998913
7284,1798,771014301343748096
0,238,771004394259247104
5248,1320,770787852854652928
5500,1530,770772759874076672
7763,1886,770655142660169732
6671,2234,770414278348247044
6613,1611,770293558247038976
0,3292,770093767776997377
8048,2492,770069151037685760
33332,10455,769940425801170949
6768,1793,769695466921623552
0,8323,769335591808995329
5717,1854,769212283578875904
15266,7085,768970937022709760
0,2914,768909767477751808
4437,961,768855141948723200
4356,1311,768609597686943744
5316,1380,768596291618299904
0,6309,768554158521745409
14456,3710,768473857036525572
11556,3833,768193404517830656
5034,1518,767884188863397888
16970,5826,767754930266464257
7920,2523,767500508068192258
12987,4117,767191397493538821
10722,3077,767122157629476866
0,6116,766864461642756096
5376,1469,766793450729734144
2761,419,766714921925144576
4265,856,766693177336135680
6377,1727,766423258543644672
7180,2033,766313316352462849
0,2812,766078092750233600
4525,928,766069199026450432
3964,535,766008592277377025
7663,2324,765719909049503744
5498,1317,765669560888528897
27983,3673,765395769549590528
7509,2334,765371061932261376
12298,3660,765222098633691136
6804,1911,764857477905154048
6406,1636,764259802650378240
784,58,763956972077010945
13320,4508,763837565564780549
5713,1588,763183847194451968
0,3254,763167063695355904
7789,2463,763103485927849985
12867,3913,762699858130116608
11934,6991,762471784394268675
10909,4535,762464539388485633
5095,1218,762316489655476224
33844,16855,762035686371364864
5707,2184,761976711479193600
0,4246,761750502866649088
4497,929,761745352076779520
52407,31337,761672994376806400
4366,1267,761599872357261312
0,19394,761371037149827077
5497,1566,761334018830917632
4718,1185,761292947749015552
5614,1678,761227390836215808
11956,3743,761004547850530816
4036,1052,760893934457552897
6981,2080,760656994973933572
5236,1392,760641137271070720
8010,3918,760539183865880579
4469,1509,760521673607086080
28360,12393,760290219849637889
4161,933,760252756032651264
6021,1953,760190180481531904
0,34,760153949710192640
6272,2254,759943073749200896
15508,6116,759923798737051648
7100,2139,759846353224826880
6294,2048,759793422261743616
0,22772,759566828574212096
4965,1264,759557299618865152
8966,2640,759447681597108224
1767,522,759446261539934208
6393,2099,759197388317847553
0,1251,759159934323924993
15339,4499,759099523532779520
6869,2177,759047813560868866
3745,963,758854675097526272
11799,4133,758828659922702336
6047,1729,758740312047005698
4035,1070,758474966123810816
5077,2404,758467244762497024
5490,2081,758405701903519748
3620,1169,758355060040593408
20269,10868,758099635764359168
2858,403,758041019896193024
7267,3504,757741869644341248
0,8732,757729163776290825
4792,1310,757725642876129280
4810,1204,757611664640446465
0,314,757597904299253760
4593,1139,757596066325864448
15980,7366,757400162377592832
6155,1884,757393109802180609
4760,1534,757354760399941633
6617,2136,756998049151549440
7023,2167,756939218950160384
5338,1410,756651752796094464
10970,3895,756526248105566208
4160,1167,756303284449767430
45183,18820,756288534030475264
6781,1638,756275833623502848
7737,3116,755955933503782912
17369,5802,755206590534418437
22385,11938,755110668769038337
0,8613,754874841593970688
7252,2719,754856583969079297
2711,561,754747087846248448
5590,2099,754482103782404096
3947,790,754449512966619136
8264,2517,754120377874386944
6161,2341,753655901052166144
8360,3840,753420520834629632
6093,2068,753398408988139520
8039,2508,753375668877008896
0,6195,753298634498793472
3580,1121,753294487569522689
39139,22540,753039830821511168
4104,1050,753026973505581056
13318,7353,752932432744185856
7271,1698,752917284578922496
0,3112,752701944171524096
6299,1726,752682090207055872
4650,1697,752660715232722944
5818,2457,752568224206688256
7769,3707,752519690950500352
4022,1184,752334515931054080
0,17960,752309394570878976
6264,1986,752173152931807232
3236,1000,751950017322246144
5489,1446,751937170840121344
6113,2106,751830394383790080
6181,3129,751793661361422336
8319,3269,751598357617971201
4635,1195,751583847268179968
5306,1359,751538714308972544
3371,1074,751456908746354688
13159,6305,751251247299190784
6641,1967,751205363882532864
5345,1397,751132876104687617
5029,1489,750868782890057730
13895,5413,750719632563142656
4676,1235,750506206503038976
13872,4625,750429297815552001
4788,1221,750383411068534784
726,30,750381685133418496
3263,1036,750147208377409536
3823,1369,750132105863102464
4561,1396,750117059602808832
3194,906,750101899009982464
2283,584,750086836815486976
8276,3585,750071704093859840
3302,960,750056684286914561
3339,665,750041628174217216
2851,843,750026558547456000
3410,975,750011400160841729
3194,869,749996283729883136
5371,2629,749981277374128128
4890,1407,749774190421639168
6405,1782,749417653287129088
2759,584,749403093750648834
9047,3716,749395845976588288
5762,2371,749317047558017024
6054,2223,749075273010798592
5034,1624,749064354620928000
3258,839,749036806121881602
11265,3642,748977405889503236
6139,2420,748932637671223296
2903,1017,748705597323898880
4975,1713,748699167502000129
4455,1423,748692773788876800
6367,2125,748575535303884801
2292,719,748568946752774144
5497,1330,748346686624440324
8078,4407,748337862848962560
3884,819,748324050481647620
3846,762,748307329658011649
14851,8349,748220828303695873
6072,2295,747963614829678593
6952,2728,747933425676525569
3096,1054,747885874273214464
2947,804,747844099428986880
5081,1245,747816857231626240
1448,166,747651430853525504
13535,6252,747648653817413632
2432,588,747600769478692864
3879,1123,747594051852075008
5819,1695,747512671126323200
4048,1100,747461612269887489
5694,2060,747439450712596480
0,3077,747242308580548608
5537,1691,747219827526344708
3542,985,747204161125646336
10049,4264,747103485104099331
3024,316,746906459439529985
6291,2298,746872823977771008
5562,1848,746818907684614144
5111,1698,746790600704425984
10038,4174,746757706116112384
6328,1913,746726898085036033
5278,1994,746542875601690625
0,1051,746521445350707200
4859,1155,746507379341139972
6458,1756,746369468511756288
7247,2352,746131877086527488
3716,870,746056683365994496
4226,1140,745789745784041472
7322,2478,745712589599014916
7432,2705,745433870967832576
8989,2595,745422732645535745
7521,2962,745314880350101504
8217,3770,745074613265149952
7572,2426,745057283344719872
3113,664,744995568523612160
8252,2876,744971049620602880
5853,1665,744709971296780288
7078,2281,744334592493166593
164037,83472,744234799360020481
1769,396,744223424764059648
4354,1158,743980027717509120
3813,1021,743895849529389061
0,2225,743835915802583040
4683,1473,743609206067040256
19312,7017,743595368194129920
3684,996,743545585370791937
8278,3944,743510151680958465
4427,1301,743253157753532416
6475,2030,743222593470234624
4019,1457,743210557239623680
7374,3786,742534281772302336
4633,2126,742528092657332225
7594,4151,742465774154047488
10285,4045,742423170473463808
7117,2120,742385895052087300
4540,1466,742161199639494656
5367,1662,742150209887731712
4772,1607,741793263812808706
8549,2945,741743634094141440
3839,888,741438259667034112
9174,3452,741303864243200000
10495,5909,741099773336379392
9883,3292,741067306818797568
6694,2953,740995100998766593
3562,993,740711788199743490
2965,833,740699697422163968
18989,7235,740676976021798912
36385,14166,740373189193256964
2588,465,740365076218183684
3446,911,740359016048689152
6996,2093,740214038584557568
20865,6309,739979191639244800
4243,1148,739932936087216128
3964,910,739844404073074688
3976,1449,739623569819336705
5617,1764,739606147276148736
41471,22772,739544079319588864
7514,3129,739485634323156992
121183,61817,739238157791694849
112,6,738891149612572673
3935,1216,738885046782832640
3483,863,738883359779196928
5321,1662,738537504001953792
3401,896,738402415918125056
4496,1284,738184450748633089
9193,3622,738166403467907072
2645,698,738156290900254721
5504,1871,737826014890496000
10435,3682,737800304142471168
5266,1417,737678689543020544
10744,4750,737445876994609152
3768,860,737322739594330112
15335,7892,737310737551491075
4503,1842,736736130620620800
18557,7884,736392552031657984
4169,1327,736365877722001409
8485,2939,736225175608430592
8238,3162,736010884653420544
3750,1222,735991953473572864
4185,1169,735648611367784448
6451,2496,735635087207878657
13578,5392,735274964362878976
3487,942,735256018284875776
3266,1029,735137028879360001
2852,548,734912297295085568
13110,6685,734787690684657664
2617,579,734776360183431168
1563,419,734559631394082816
3746,825,733828123016450049
