favorite_count,retweet_count,tweet_id
3819,1071,733822306246479872
3283,1008,733482008106668032
4389,1358,733460102733135873
51395,17849,733109485275860992
2544,567,732732193018155009
3681,937,732726085725589504
3842,820,732585889486888962
8438,2683,732375214819057664
15581,5800,732005617171337216
3632,1046,731285275100512256
3998,1349,731156023742988288
6388,2102,730924654643314689
5127,2288,730573383004487680
3610,1107,730427201120833536
3993,1120,730211855403241472
5097,2039,730196704625098752
4205,1197,729854734790754305
1776,408,729838605770891264
4157,1315,729823566028484608
6048,2455,729463711119904772
1964,349,729113531270991872
3288,867,728986383096946689
4870,1811,728760639972315136
2884,719,728751179681943552
3447,1103,728653952833728512
5114,2126,728409960103686147
3821,1016,728387165835677696
4487,1248,728046963732717569
4740,1768,728035342121635841
4265,1161,728015554473250816
3055,673,727685679342333952
6146,1851,727644517743104000
4656,1291,727524757080539137
3468,796,727314416056803329
3170,866,727286334147182592
4033,1459,727175381690781696
3796,1402,727155742655025152
7163,2598,726935089318363137
3995,1597,726887082820554753
3695,1065,726828223124897792
4595,1217,726224900189511680
7351,2812,725842289046749185
4335,1437,725786712245440512
5397,1885,725729321944506368
1465,660,725458796924002305
3864,1378,724983749226668032
2468,680,724771698126512129
5520,1745,724405726123311104
4499,1871,724049859469295616
2772,593,724046343203856385
4353,1669,724004602748780546
4060,1296,723912936180330496
8018,3162,723688335806480385
3148,943,723673163800948736
5510,1985,723179728551723008
4282,1664,722974582966214656
5166,1732,722613351520608256
4844,1981,721503162398597120
2632,652,721001180231503872
3242,814,720785406564900865
2579,716,720775346191278080
4297,1588,720415127506415616
6661,2664,720389942216527872
2984,1033,720340705894408192
4042,1192,720059472081784833
5103,2124,720043174954147842
5028,1848,719991154352222208
4741,1533,719704490224398336
5261,2036,719551379208073216
2905,785,719367763014393856
4590,1324,719339463458033665
3549,1008,719332531645071360
3631,1159,718971898235854848
5456,1867,718939241951195136
19665,8554,718631497683582976
2535,509,718613305783398402
2581,1072,718540630683709445
2802,557,718460005985447936
5063,1595,718454725339934721
2007,529,718246886998687744
4038,1064,718234618122661888
2548,628,717841801130979328
3001,1193,717790033953034240
5987,1945,717537687239008257
1673,480,717428917016076293
3271,890,717421804990701568
6528,2023,717047459982213120
3400,1029,717009362452090881
4453,1247,716802964044845056
6229,1519,716791146589110272
1281,454,716730379797970944
13641,6252,716447146686459905
2465,224,716439118184652801
2890,1150,716285507865542656
7000,2032,716080869887381504
3315,923,715928423106027520
3881,1510,715758151270801409
4861,1788,715733265223708672
2904,599,715704790270025728
4059,1361,715696743237730304
4502,1716,715680795826982913
5687,1666,715360349751484417
3152,721,715342466308784130
2512,692,715220193576927233
5330,1997,715200624753819648
4333,1314,715009755312439296
3909,1095,714982300363173890
7674,4526,714962719905021952
4307,1505,714957620017307648
3398,1063,714631576617938945
3777,979,714606013974974464
2826,1227,714485234495041536
3143,757,714258258790387713
3397,888,714251586676113411
2362,931,714214115368108032
4484,1488,714141408463036416
3416,822,713919462244790272
1995,573,713909862279876608
2956,783,713900603437621249
5082,1457,713761197720473600
4592,1370,713411074226274305
7501,2999,713177543487135744
4642,1541,713175907180089344
19367,7139,712809025985978368
12871,5297,712717840512598017
4327,1286,712668654853337088
5547,1659,712438159032893441
255,25,712309440758808576
3955,1098,712097430750289920
3063,948,712092745624633345
3383,509,712085617388212225
2358,662,712065007010385924
0,132,711998809858043904
8398,2448,711968124745228288
2958,1041,711743778164514816
9259,4369,711732680602345472
34230,19394,711694788429553666
4032,976,711652651650457602
3811,1200,711363825979756544
3452,775,711306686208872448
3123,654,711008018775851008
4745,1473,710997087345876993
2656,735,710844581445812225
2800,570,710833117892898816
2404,597,710658690886586372
4989,2494,710609963652087808
4736,1988,710588934686908417
2471,782,710296729921429505
2227,546,710283270106132480
4722,1333,710272297844797440
2496,1197,710269109699739648
3035,948,710153181850935296
2881,943,710140971284037632
5736,2112,710117014656950272
3109,1129,709918798883774466
705,105,709901256215666688
3659,1267,709852847387627521
3691,1274,709566166965075968
3433,1126,709556954897764353
1550,253,709519240576036864
2322,612,709449600415961088
2725,733,709409458133323776
2508,607,709225125749587968
13140,6196,709207347839836162
2513,678,709198395643068416
2099,713,709179584944730112
2125,447,709158332880297985
4954,1741,709042156699303936
1864,695,708853462201716736
3105,950,708845821941387268
1763,536,708834316713893888
17211,7371,708810915978854401
2861,868,708738143638450176
2660,767,708711088997666817
2657,713,708479650088034305
3217,869,708469915515297792
16705,10744,708400866336894977
3770,1415,708356463048204288
2453,782,708349470027751425
4461,1636,708149363256774660
3534,889,708130923141795840
2795,1039,708119489313951744
2016,575,708109389455101952
4557,2030,708026248782585858
3270,1189,707995814724026368
51,2,707983188426153984
2814,1028,707969809498152960
3426,1005,707776935007539200
2604,651,707741517457260545
4280,2629,707738799544082433
3590,1065,707693576495472641
2690,936,707629649552134146
17705,6810,707610948723478529
2374,733,707420581654872064
2386,632,707411934438625280
3655,1380,707387676719185920
3427,1145,707377100785885184
2577,680,707315916783140866
2885,843,707297311098011648
2693,718,707059547140169728
2289,843,707038192327901184
4247,1452,707021089608753152
2407,631,707014260413456384
15240,8323,706904523814649856
2155,638,706901761596989440
3472,1025,706681918348251136
2694,1161,706644897839910912
2247,666,706593038911545345
3612,1498,706538006853918722
3234,1098,706516534877929472
3604,980,706346369204748288
22362,8482,706310011488698368
1774,496,706291001778950144
2857,976,706265994973601792
4080,2365,706169069255446529
5377,1711,706166467411222528
1551,407,706153300320784384
3238,782,705975130514706432
3277,944,705970349788291072
2481,591,705898680587526145
2034,556,705786532653883392
3309,1221,705591895322394625
3086,978,705475953783398401
4647,1742,705442520700944385
3988,1797,705428427625635840
3130,795,705239209544720384
2690,858,705223444686888960
2241,542,705102439679201280
2268,638,705066031337840642
4454,1179,704871453724954624
2354,581,704859558691414016
5333,1629,704847917308362754
2752,1059,704819833553219584
6924,3077,704761120771465216
3065,1062,704499785726889984
797,85,704491224099647488
3543,1122,704480331685040129
8387,3778,704364645503647744
1660,370,704347321748819968
1576,497,704134088924532736
1934,593,704113298707505153
3047,966,704054845121142784
1918,496,703774238772166656
3436,1205,703769065844768768
2708,730,703631701117943808
4032,1608,703611486317502464
3964,1457,703425003149250560
2562,737,703407252292673536
3664,1202,703382836347330562
2001,409,703356393781329922
2052,579,703268521220972544
7732,3297,703079050210877440
27569,13329,703041949650034688
2703,765,702932127499816960
1683,481,702899151802126337
3367,1149,702684942141153280
2296,598,702671118226825216
12748,3643,702598099714314240
3001,1014,702539513671897089
3339,1654,702332542343577600
3427,1096,702321140488925184
2579,812,702276748847800320
5017,1422,702217446468493312
3606,1053,701981390485725185
3988,1083,701952816642965504
3714,1462,701889187134500865
3588,1802,701805642395348998
2184,484,701601587219795968
2945,989,701570477911896070
2779,651,701545186879471618
12769,5440,701214700881756160
2316,611,700890391244103680
2708,652,700864154249383937
2535,530,700847567345688576
2544,1018,700796979434098688
23881,9934,700747788515020802
2762,851,700518061187723268
2383,604,700505138482569216
4329,1911,700462010979500032
2765,792,700167517596164096
2341,705,700151421916807169
7873,2914,700143752053182464
2763,740,700062718104104960
2161,621,700029284593901568
3463,1428,700002074055016451
3201,1016,699801817392291840
2344,528,699788877217865730
2892,1321,699779630832685056
2050,642,699775878809702401
10718,4886,699691744225525762
6213,2776,699446877801091073
2267,538,699434518667751424
1438,349,699423671849451520
2165,655,699413908797464576
1967,464,699370870310113280
3306,916,699323444782047232
2343,668,699088579889332224
2565,697,699079609774645248
3145,1262,699072405256409088
3951,1920,699060279947165696
2721,1269,699036661657767936
3530,1043,698989035503689728
2828,959,698953797952008193
2653,660,698907974262222848
2588,725,698710712454139905
1519,403,698703483621523456
1346,361,698635131305795584
2430,656,698549713696649216
1955,481,698355670425473025
2365,1006,698342080612007937
4970,2136,698262614669991936
17529,6334,698195409219559425
2928,788,698178924120031232
1602,354,697995514407682048
3439,1376,697990423684476929
2506,728,697943111201378304
3153,1267,697881462549430272
1827,572,697630435728322560
3309,1075,697616773278015490
3170,1339,697596423848730625
2134,531,697575480820686848
2176,1200,697516214579523584
2527,712,697482927769255936
3563,1464,697463031882764288
4890,1978,697270446429966336
3435,1053,697259378236399616
3157,1230,697255105972801536
2631,707,697242256848379904
3333,1088,696900204696625153
2442,714,696894894812565505
5066,1907,696886256886657024
2548,754,696877980375769088
1543,378,696754882863349760
2161,995,696744641916489729
2482,682,696713835009417216
4075,1807,696518437233913856
1274,154,696490539101908992
2656,1096,696488710901260288
3357,1211,696405997980676096
2024,707,696100768806522880
3146,1238,695816827381944320
3335,831,695794761660297217
1958,793,695767669421768709
4778,2227,695629776980148225
4561,1927,695446424020918272
9047,3799,695409464418041856
3804,1560,695314793360662529
2761,655,695095422348574720
2977,1177,695074328191332352
1681,639,695064344191721472
2785,837,695051054296211456
2818,971,694925794720792577
2880,989,694905863685980160
37395,15387,694669722378485760
1573,305,694356675654983680
2136,660,694352839993344000
1650,517,694342028726001664
2097,532,694329668942569472
4377,2158,694206574471057408
3084,988,694183373896572928
3554,1094,694001791655137281
1955,430,693993230313091072
1810,391,693942351086120961
2825,627,693647888581312512
1408,135,693644216740769793
2653,441,693642232151285760
2561,848,693629975228977152
1618,392,693622659251335168
5297,2100,693590843962331137
1718,270,693582294167244802
1866,671,693486665285931008
3519,1316,693280720173801472
2499,867,693267061318012928
2334,533,693262851218264065
3001,778,693231807727280129
8242,3399,693155686491000832
1800,652,693109034023534592
1962,490,693095443459342336
2792,794,692919143163629568
2550,930,692905862751522816
1866,644,692901601640583168
2384,860,692894228850999298
3021,935,692828166163931137
7149,3863,692752401762250755
4555,1634,692568918515392513
3349,1444,692535307825213440
1933,442,692530551048294401
1547,244,692423280028966913
9765,3697,692417313023332352
2644,870,692187005137076224
2251,845,692158366030913536
1719,418,692142790915014657
3560,1355,692041934689402880
2998,1012,692017291282812928
4136,1764,691820333922455552
8484,4469,691793053716221953
3027,1088,691756958957883396
2035,538,691675652215414786
2485,601,691483041324204033
4252,1225,691459709405118465
2779,897,691444869282295808
20214,8154,691416866452082688
2691,702,691321916024623104
3096,941,691096613310316544
1795,358,691090071332753408
6176,3047,690989312272396288
3763,1338,690959652130045952
4317,2114,690938899477221376
3434,1086,690932576555528194
3954,1358,690735892932222976
2271,549,690728923253055490
2436,849,690690673629138944
1367,296,690649993829576704
305,17,690607260360429569
2052,641,690597161306841088
1961,481,690400367696297985
3415,913,690374419777196032
2764,948,690360449368465409
1574,548,690348396616552449
1756,438,690248561355657216
2918,1101,690021994562220032
2631,788,690015576308211712
3839,1794,690005060500217858
1493,396,689999384604450816
1534,482,689993469801164801
1434,475,689977555533848577
2544,737,689905486972461056
3172,1258,689877686181715968
2258,799,689835978131935233
3352,990,689661964914655233
10844,4123,689659372465688576
2338,682,689623661272240129
12166,5895,689599056876867584
2143,490,689557536375177216
3558,1523,689517482558820352
2363,996,689289219123089408
3439,1177,689283819090870273
2086,761,689280876073582592
1210,260,689275259254616065
2680,1153,689255633275777024
3211,1069,689154315265683456
2118,546,689143371370250240
2862,927,688916208532455424
2211,823,688908934925697024
2204,841,688898160958271489
2341,738,688894073864884227
1446,397,688828561667567616
1008,206,688804835492233216
2325,704,688789766343622656
2739,747,688547210804498433
2424,784,688519176466644993
9714,4744,688385280030670848
2333,884,688211956440801280
2214,621,688179443353796608
2958,829,688116655151435777
1807,381,688064179421470721
5731,2692,687841446767013888
2855,1197,687826841265172480
2622,1009,687818504314159109
2504,746,687807801670897665
1845,699,687732144991551489
2558,886,687704180304273409
2028,542,687664829264453632
1994,610,687494652870668288
1668,258,687480748861947905
2069,568,687476254459715584
2147,576,687460506001633280
1981,664,687399393394311168
21029,9723,687317306314240000
4569,2024,687312378585812992
5719,2437,687127927494963200
2266,533,687124485711986689
6087,2627,687109925361856513
2447,1053,687102708889812993
2349,645,687096057537363968
9022,3387,686947101016735744
3684,1465,686760001961103360
3638,1552,686749460672679938
4346,1278,686730991906516992
2939,853,686683045143953408
3865,1451,686618349602762752
1983,580,686606069955735556
1827,723,686394059078897668
3410,935,686386521809772549
2325,599,686377065986265092
2304,724,686358356425093120
4191,1776,686286779679375361
2307,777,686050296934563840
1211,129,686035780142297088
3268,1240,686034024800862208
2600,449,686007916130873345
1912,677,686003207160610816
2208,559,685973236358713344
1705,640,685943807276412928
7881,3106,685906723014619143
2128,134,685681090388975616
2451,609,685667379192414208
3412,1564,685663452032069632
3074,831,685641971164143616
34552,16725,685547936038666240
3186,1229,685532292383666176
9926,4246,685325112850124800
2768,685,685321586178670592
3507,1152,685315239903100929
2167,468,685307451701334016
3239,1286,685268753634967552
2440,708,685198997565345792
4287,1513,685169283572338688
2475,403,684969860808454144
7132,3336,684959798585110529
3369,1115,684940049151070208
3667,497,684926975086034944
3671,1563,684914660081053696
1969,567,684902183876321280
2206,873,684880619965411328
36674,23043,684830982659280897
2837,1061,684800227459624960
9357,3773,684594889858887680
4314,1497,684588130326986752
3151,1311,684567543613382656
2774,1018,684538444857667585
4059,1246,684481074559381504
2074,591,684460069371654144
8533,3528,684241637099323392
1291,227,684225744407494656
4017,1465,684222868335505415
2264,1098,684200372118904832
2009,552,684195085588783105
3642,1251,684188786104872960
2110,718,684177701129875456
3118,1594,684147889187209216
2088,505,684122891630342144
4298,1534,684097758874210310
3983,1190,683857920510050305
2018,374,683852578183077888
2744,1044,683849932751646720
2749,1186,683834909291606017
2929,1130,683828599284170753
3501,1446,683773439333797890
6805,3545,683742671509258241
7712,3112,683515932363329536
3327,1028,683498322573824003
2760,1061,683481228088049664
2541,713,683462770029932544
4080,1720,683449695444799489
7972,2540,683391852557561860
3073,998,683357973142474752
3018,1111,683142553609318400
3554,972,683111407806746624
2268,704,683098815881154561
2073,600,683078886620553216
2259,776,683030066213818368
38685,17805,682962037429899265
1858,193,682808988178739200
2587,1190,682788441537560576
1593,464,682750546109968385
1372,383,682697186228989953
3190,1153,682662431982772225
2150,645,682638830361513985
3594,1244,682429480204398592
7942,1880,682406705142087680
2347,729,682393905736888321
1740,498,682389078323662849
3220,1068,682303737705140231
4363,1292,682259524040966145
3404,1259,682242692827447297
19155,10553,682088079302213632
5193,1798,682059653698686977
3359,1028,682047327939461121
6885,2147,682032003584274432
3294,1639,682003177596559360
2918,1100,681981167097122816
2577,881,681891461017812993
13360,4319,681694085539872773
1842,480,681679526984871937
2755,988,681654059175129088
1995,506,681610798867845120
3709,1388,681579835668455424
14985,6195,681523177663676416
1714,297,681340665377193984
9719,4336,681339448655802368
2771,806,681320187870711809
4122,1951,681302363064414209
3345,1020,681297372102656000
3367,1175,681281657291280384
1523,291,681261549936340994
1566,574,681242418453299201
2507,517,681231109724700672
3887,1588,681193455364796417
2540,710,680970795137544192
4761,2134,680959110691590145
3368,1125,680940246314430465
2172,468,680934982542561280
2499,660,680913438424612864
1845,391,680889648562991104
3618,1420,680836378243002368
2262,706,680805554198020098
2476,881,680801747103793152
2990,1114,680798457301471234
2757,759,680609293079592961
3794,1436,680583894916304897
4430,2037,680497766108381184
1794,513,680494726643068929
2664,796,680473011644985345
1518,537,680440374763077632
1517,306,680221482581123072
2970,1255,680206703334408192
2242,539,680191257256136705
4077,1672,680176173301628928
2424,783,680161097740095489
3786,1862,680145970311643136
2386,1016,680130881361686529
2833,968,680115823365742593
3731,1455,680100725817409536
13376,9520,680085611152338944
2693,935,680070545539371008
2057,686,679877062409191424
2280,711,679872969355714560
2567,664,679862121895714818
2994,1312,679854723806179328
2482,813,679844490799091713
37856,14959,679828447187857408
3214,1187,679777920601223168
2179,844,679736210798047232
2259,873,679729593985699840
1733,498,679722016581222400
4975,2206,679530280114372609
2759,770,679527802031484928
3513,1353,679511351870550016
3283,1570,679503373272485890
2185,682,679475951516934144
33100,20054,679462823135686656
2479,1279,679405845277462528
22384,8613,679158373988876288
2887,1098,679148763231985668
3090,1232,679132435750195208
6203,2722,679111216690831360
17781,8732,679062614270468097
2344,723,679047485189439488
2939,1312,679001094530465792
2425,1252,678991772295516161
1714,489,678969228704284672
2684,958,678800283649069056
3623,1260,678798276842360832
2915,978,678774928607469569
3677,1453,678767140346941444
1706,505,678764513869611008
7426,3513,678755239630127104
3913,1803,678740035362037760
5788,2575,678708137298427904
2987,1570,678675843183484930
2139,448,678643457146150913
4161,1663,678446151570427904
5629,2694,678424312106393600
4408,1934,678410210315247616
82297,33719,678399652199309312
1654,445,678396796259975168
1944,444,678389028614488064
2536,965,678380236862578688
1795,569,678341075375947776
1351,275,678334497360859136
11916,6438,678278586130948096
1645,395,678255464182861824
2004,407,678023323247357953
14304,6759,678021115718029313
3546,1787,677961670166224897
1400,433,677918531514703872
5016,2229,677895101218201600
3168,1024,677716515794329600
3518,1529,677700003327029250
1273,336,677698403548192770
2573,892,677687604918272002
3468,1583,677673981332312066
2022,1028,677662372920729601
1939,842,677644091929329666
2220,765,677573743309385728
1342,483,677565715327688705
2531,1230,677557565589463040
7180,3851,677547928504967168
1114,240,677530072887205888
3145,1889,677335745548390400
1406,311,677334615166730240
1133,248,677331501395156992
3769,1580,677328882937298944
1700,567,677314812125323265
1285,433,677301033169788928
2069,742,677269281705472000
3668,1730,677228873407442944
2829,976,677187300187611136
2879,1130,676975532580409345
2290,851,676957860086095872
1347,421,676949632774234114
2251,918,676948236477857792
1768,399,676946864479084545
2141,799,676942428000112642
13138,5173,676936541936185344
3064,1898,676916996760600576
2333,762,676897532954456065
2171,749,676864501615042560
23846,16464,676821958043033607
1864,702,676819651066732545
1461,445,676811746707918848
5169,2107,676776431406465024
2999,1035,676617503762681856
1124,206,676613908052996102
1942,461,676606785097199616
1206,406,676603393314578432
4726,2273,676593408224403456
946,134,676590572941893632
2404,842,676588346097852417
1246,293,676582956622721024
2680,1182,676575501977128964
1942,586,676533798876651520
1569,562,676496375194980353
11988,4913,676470639084101634
1777,696,676440007570247681
1443,362,676430933382295552
2139,578,676263575653122048
1262,309,676237365392908289
77249,32562,676219687039057920
1793,614,676215927814406144
2353,1080,676191832485810177
1983,701,676146341966438401
2217,1217,676121918416756736
2901,1218,676101918813499392
3096,1511,676098748976615425
1354,451,676089483918516224
1684,599,675898130735476737
2198,910,675891555769696257
2451,1005,675888385639251968
4299,1465,675878199931371520
1691,600,675870721063669760
2769,1361,675853064436391936
970,156,675849018447167488
2353,931,675845657354215424
1570,560,675822767435051008
1079,241,675820929667219457
10539,3547,675798442703122432
1666,495,675781562965868544
1199,364,675740360753160193
1944,865,675710890956750848
2038,729,675707330206547968
661,102,675706639471788032
1872,436,675534494439489536
1217,404,675531475945709568
1069,299,675522403582218240
1339,477,675517828909424640
17590,6072,675501075957489664
3231,1358,675497103322386432
1341,624,675489971617296384
1898,1018,675483430902214656
1566,595,675432746517426176
1742,531,675372240448454658
1078,239,675362609739206656
33703,17960,675354435921575936
4020,2358,675349384339542016
2860,1352,675334060156301312
3711,1684,675166823650848770
6446,2731,675153376133427200
3840,1761,675149409102012420
967,252,675147105808306176
1225,328,675146535592706048
2188,943,675145476954566656
1329,514,675135153782571009
1998,816,675113801096802304
989,264,675111688094527488
2872,1181,675109292475830276
1088,342,675047298674663426
2783,1252,675015141583413248
1009,236,675006312288268288
1593,491,675003128568291329
2301,1146,674999807681908736
878,369,674805413498527744
3075,893,674800520222154752
2560,1135,674793399141146624
1131,260,674790488185167872
831,218,674788554665512960
2049,1253,674781762103414784
1151,494,674774481756377088
1866,822,674767892831932416
800,247,674764817387900928
1394,466,674754018082705410
1492,485,674752233200820224
1439,576,674743008475090944
501,53,674742531037511680
1137,410,674739953134403584
660,96,674737130913071104
1176,485,674690135443775488
1645,680,674670581682434048
945,264,674664755118911488
1469,519,674646392044941312
1052,278,674644256330530816
1718,604,674638615994089473
1538,601,674632714662858753
956,102,674606911342424069
6363,2139,674468880899788800
1086,368,674447403907457024
1136,408,674436901579923456
1465,556,674422304705744896
698,146,674416750885273600
1227,482,674410619106390016
1528,595,674394782723014656
863,322,674372068062928900
572,76,674330906434379776
1442,532,674318007229923329
11567,7211,674307341513269249
15036,6114,674291837063053312
1597,754,674271431610523648
917,232,674269164442398721
1675,879,674265582246694913
1331,470,674262580978937856
1498,580,674255168825880576
770,176,674082852460433408
995,299,674075285688614912
6488,2291,674063288070742018
3389,1348,674053186244734976
1471,499,674051556661161984
1446,658,674045139690631169
736,133,674042553264685056
1126,425,674038233588723717
862,221,674036086168010753
1815,1269,674024893172875264
1155,309,674019345211760640
1590,672,674014384960745472
1223,366,674008982932058114
1985,999,673956914389192708
1189,378,673919437611909120
3247,1671,673906403526995968
946,259,673887867907739649
3129,785,673716320723169284
3601,2156,673715861853720576
1054,304,673711475735838725
862,284,673709992831262724
1095,299,673708611235921920
1110,404,673707060090052608
1270,411,673705679337693185
1459,591,673700254269775872
3865,2021,673697980713705472
1768,668,673689733134946305
1284,508,673688752737402881
1468,452,673686845050527744
1394,482,673680198160809984
1278,370,673662677122719744
727,250,673656262056419329
1129,373,673636718965334016
1614,742,673612854080196609
1208,380,673583129559498752
848,275,673580926094458881
1407,577,673576835670777856
1042,314,673363615379013632
1480,691,673359818736984064
1514,600,673355879178194945
1681,551,673352124999274496
755,220,673350198937153538
2567,1319,673345638550134785
985,278,673343217010679808
1293,605,673342308415348736
13689,8193,673320132811366400
882,266,673317986296586240
7642,3254,673295268553605120
1079,380,673270968295534593
1439,752,673240798075449344
2286,872,673213039743795200
1718,649,673148804208660480
2001,741,672997845381865473
975,307,672995267319328768
996,301,672988786805112832
1269,559,672984142909456390
1846,1032,672980819271634944
1710,940,672975131468300288
963,365,672970152493887488
1332,560,672968025906282496
1440,657,672964561327235073
1389,519,672902681409806336
914,435,672898206762672129
1579,853,672884426393653248
1048,380,672877615439593473
1331,585,672834301050937345
1269,505,672828477930868736
984,330,672640509974827008
1314,508,672622327801233409
1237,600,672614745925664768
1129,398,672609152938721280
1131,411,672604026190569472
1347,622,672594978741354496
965,343,672591762242805761
742,189,672591271085670400
1046,378,672538107540070400
649,176,672523490734551040
1129,449,672488522314567680
1150,621,672482722825261057
726,128,672481316919734272
1453,718,672475084225949696
1370,552,672466075045466113
6546,3485,672272411274932228
1525,629,672267570918129665
1159,347,672264251789176834
2849,1595,672256522047614977
1452,762,672254177670729728
1745,627,672248013293752320
699,162,672245253877968896
909,329,672239279297454080
1860,1041,672231046314901505
795,216,672222792075620352
2292,1186,672205392827572224
1036,378,672169685991993344
881,368,672160042234327040
1772,733,672139350159835138
2439,1168,672125275208069120
1010,376,672095186491711488
951,375,672082170312290304
1312,528,672068090318987265
8583,4265,671896809300709376
1347,585,671891728106971137
3509,1409,671882082306625538
1442,700,671879137494245376
1264,574,671874878652489728
1134,514,671866342182637568
918,459,671855973984772097
7148,3579,671789708968640512
1209,540,671768281401958400
1710,948,671763349865160704
1364,791,671744970634719232
748,237,671743150407421952
1471,776,671735591348891648
8617,4467,671729906628341761
12994,7415,671561002136281088
928,212,671550332464455680
1365,611,671547767500775424
2011,1073,671544874165002241
1102,579,671542985629241344
938,406,671538301157904385
1192,420,671536543010570240
1033,591,671533943490011136
850,265,671528761649688577
1417,539,671520732782923777
964,299,671518598289059840
1629,743,671511350426865664
7127,3633,671504605491109889
930,455,671497587707535361
1023,479,671488513339211776
584,210,671486386088865792
768,236,671485057807351808
1437,750,671390180817915904
1125,301,671362598324076544
406,150,671357843010908160
484,116,671355857343524864
966,439,671347597085433856
743,218,671186162933985280
1139,353,671182547775299584
887,360,671166507850801152
1684,1135,671163268581498880
378,84,671159727754231808
722,225,671154572044468225
679,158,671151324042559489
683,231,671147085991960577
1181,671,671141549288370177
941,415,671138694582165504
759,199,671134062904504320
3548,2588,671122204919246848
1378,794,671115716440031232
1157,452,671109016219725825
1117,300,670995969505435648
24917,8952,670842764863651840
602,198,670840546554966016
1130,712,670838202509447168
454,128,670833812859932673
743,225,670832455012716544
5627,4153,670826280409919488
786,197,670823764196741120
619,99,670822709593571328
3210,1577,670815497391357952
1146,275,670811965569282048
1170,501,670807719151067136
1994,981,670804601705242624
345,88,670803562457407488
744,243,670797304698376195
840,285,670792680469889025
670,246,670789397210615808
608,206,670786190031921152
831,405,670783437142401025
1587,792,670782429121134593
792,296,670780561024270336
330,74,670778058496974848
1085,435,670764103623966721
446,114,670755717859713024
975,524,670733412878163972
835,370,670727704916926465
1225,507,670717338665226240
772,381,670704688707301377
596,249,670691627984359425
753,290,670679630144274432
252,44,670676092097810432
10854,5170,670668383499735048
1551,779,670474236058800128
356,87,670468609693655041
979,565,670465786746662913
555,213,670452855871037440
1208,684,670449342516494336
6807,2031,670444955656130560
648,202,670442337873600512
1064,530,670435821946826752
1423,661,670434127938719744
331,115,670433248821026816
1402,648,670428280563085312
525,167,670427002554466305
1327,651,670421925039075328
634,322,670420569653809152
574,325,670417414769758208
2049,923,670411370698022913
563,231,670408998013820928
438,161,670403879788544000
566,217,670385711116361728
753,277,670374371102445568
333,69,670361874861563904
429,113,670338931251150849
3911,1251,670319130621435904
431,139,670303360680108032
714,293,670290420111441920
1040,344,670093938074779648
707,261,670086499208155136
2249,1273,670079681849372674
1594,811,670073503555706880
636,250,670069087419133954
776,351,670061506722140161
678,339,670055038660800512
653,181,670046952931721218
767,115,670040295598354432
595,285,670037189829525505
337,95,670003130994700288
328,86,669993076832759809
449,167,669972011175813120
307,62,669970042633789440
514,169,669942763794931712
381,107,669926384437997569
239,59,669923323644657664
826,411,669753178989142016
271,67,669749430875258880
526,91,669684865554620416
394,114,669683899023405056
356,136,669682095984410625
677,296,669680153564442624
815,451,669661792646373376
3577,1855,669625907762618368
957,371,669603084620980224
518,154,669597912108789760
1510,949,669583744538451968
440,145,669573570759163904
1609,1043,669571471778410496
239,58,669567591774625800
391,128,669564461267722241
373,79,669393256313184256
1355,750,669375718304980992
504,186,669371483794317312
471,162,669367896104181761
633,235,669363888236994561
373,127,669359674819481600
2745,1301,669354382627049472
653,266,669353438988365824
445,192,669351434509529089
1024,426,669328503091937280
583,119,669327207240699904
502,213,669324657376567296
1202,414,669216679721873412
444,172,669214165781868544
1013,490,669203728096960512
664,321,669037058363662336
752,382,669015743032369152
585,257,669006782128353280
21139,6521,669000397445533696
447,238,668994913074286592
749,355,668992363537309700
691,337,668989615043424256
906,484,668988183816871936
562,172,668986018524233728
544,317,668981893510119424
803,356,668979806671884288
1326,596,668975677807423489
148,25,668967877119254528
711,245,668960084974809088
284,74,668955713004314625
270,59,668932921458302977
322,103,668902994700836864
399,154,668892474547511297
533,307,668872652652679168
457,171,668852170888998912
440,141,668826086256599040
579,278,668815180734689280
710,380,668779399630725120
540,223,668655139528511488
906,548,668645506898350081
890,541,668643542311546881
1093,552,668641109086707712
1055,500,668636665813057536
2857,1688,668633411083464705
728,325,668631377374486528
323,118,668627278264475648
392,138,668625577880875008
1452,791,668623201287675904
205,44,668620235289837568
620,321,668614819948453888
1685,1101,668587383441514497
248,57,668567822092664832
525,232,668544745690562560
467,221,668542336805281792
254,77,668537837512433665
467,232,668528771708952576
329,111,668507509523615744
419,135,668496999348633600
432,241,668484198282485761
466,152,668480044826800133
889,526,668466899341221888
626,304,668297328638447616
247,32,668291999406125056
509,141,668286279830867968
834,235,668274247790391296
558,243,668268907921326080
1316,633,668256321989451776
1007,500,668248472370458624
6275,2907,668237644992782336
301,106,668226093875376128
514,203,668221241640230912
557,200,668204964695683073
660,200,668190681446379520
498,201,668171859951755264
503,323,668154635664932864
571,293,668142349051129856
672,248,668113020489474048
1278,807,667937095915278337
306,113,667924896115245057
210,57,667915453470232577
494,310,667911425562669056
856,381,667902449697558528
1904,1112,667886921285246976
825,498,667885044254572545
393,122,667878741721415682
630,414,667873844930215936
3025,1051,667866724293877760
244,78,667861340749471744
291,63,667832474953625600
1064,505,667806454573760512
329,97,667801013445750784
705,336,667793409583771648
411,247,667782464991965184
237,57,667773195014021121
442,220,667766675769573376
379,152,667728196545200128
